#id sdkAdded compatAdded codepoints
1088A5 25 1 1F6B4 1F3FE 200D 2642
1088A6 25 1 1F6B4 1F3FE 200D 2640
1088A7 25 1 1F6B4 1F3FD 200D 2642
1088A8 25 1 1F6B4 1F3FD 200D 2640
1088A9 25 1 1F6B4 1F3FC 200D 2642
1088AA 25 1 1F6B4 1F3FC 200D 2640
1088AB 25 1 1F6B4 1F3FB 200D 2642
1088AC 25 1 1F6B4 1F3FB 200D 2640
1088AD 25 1 1F6B4 200D 2642
1088AE 25 1 1F6B4 200D 2640
1088AF 25 1 1F6B5 1F3FF 200D 2642
1088B0 25 1 1F6B5 1F3FF 200D 2640
1088B1 25 1 1F6B5 1F3FE 200D 2642
1088B2 25 1 1F6B5 1F3FE 200D 2640
1088B3 25 1 1F6B5 1F3FD 200D 2642
1088B4 25 1 1F6B5 1F3FD 200D 2640
1088B5 25 1 1F6B5 1F3FC 200D 2642
1088B6 25 1 1F6B5 1F3FC 200D 2640
1088B7 25 1 1F6B5 1F3FB 200D 2642
1088B8 25 1 1F6B5 1F3FB 200D 2640
1088B9 25 1 1F6B5 200D 2642
1088BA 25 1 1F6B5 200D 2640
1088BB 25 1 1F6B6 1F3FF 200D 2642
1088BC 25 1 1F6B6 1F3FF 200D 2640
1088BD 25 1 1F6B6 1F3FE 200D 2642
1088BE 25 1 1F6B6 1F3FE 200D 2640
1088BF 25 1 1F6B6 1F3FD 200D 2642
1088C0 25 1 1F6B6 1F3FD 200D 2640
1088C1 25 1 1F6B6 1F3FC 200D 2642
1088C2 25 1 1F6B6 1F3FC 200D 2640
1088C3 25 1 1F6B6 1F3FB 200D 2642
1088C4 25 1 1F6B6 1F3FB 200D 2640
1088C5 25 1 1F6B6 200D 2642
1088C6 25 1 1F6B6 200D 2640
1088C7 25 1 1F926 1F3FF 200D 2642
1088C8 25 1 1F926 1F3FF 200D 2640
1088C9 25 1 1F926 1F3FE 200D 2642
1088CA 25 1 1F926 1F3FE 200D 2640
1088CB 25 1 1F926 1F3FD 200D 2642
1088CC 25 1 1F926 1F3FD 200D 2640
1088CD 25 1 1F926 1F3FC 200D 2642
1088CE 25 1 1F926 1F3FC 200D 2640
1088CF 25 1 1F926 1F3FB 200D 2642
1088D0 25 1 1F926 1F3FB 200D 2640
1088D1 25 1 1F926 200D 2642
1088D2 25 1 1F926 200D 2640
1088D3 25 1 1F937 1F3FF 200D 2642
1088D4 25 1 1F937 1F3FF 200D 2640
1088D5 25 1 1F937 1F3FE 200D 2642
1088D6 25 1 1F937 1F3FE 200D 2640
1088D7 25 1 1F937 1F3FD 200D 2642
1088D8 25 1 1F937 1F3FD 200D 2640
1088D9 25 1 1F937 1F3FC 200D 2642
1088DA 25 1 1F937 1F3FC 200D 2640
1088DB 25 1 1F937 1F3FB 200D 2642
1088DC 25 1 1F937 1F3FB 200D 2640
1088DD 25 1 1F937 200D 2642
1088DE 25 1 1F937 200D 2640
1088DF 25 1 1F938 1F3FF 200D 2642
1088E0 25 1 1F938 1F3FF 200D 2640
1088E1 25 1 1F938 1F3FE 200D 2642
1088E2 25 1 1F938 1F3FE 200D 2640
1088E3 25 1 1F938 1F3FD 200D 2642
1088E4 25 1 1F938 1F3FD 200D 2640
1088E5 25 1 1F938 1F3FC 200D 2642
1088E6 25 1 1F938 1F3FC 200D 2640
1088E7 25 1 1F938 1F3FB 200D 2642
1088E8 25 1 1F938 1F3FB 200D 2640
1088E9 25 1 1F938 200D 2642
1088EA 25 1 1F938 200D 2640
1088EB 25 1 1F939 1F3FF 200D 2642
1088EC 25 1 1F939 1F3FF 200D 2640
1088ED 25 1 1F939 1F3FE 200D 2642
1088EE 25 1 1F939 1F3FE 200D 2640
1088EF 25 1 1F939 1F3FD 200D 2642
1088F0 25 1 1F939 1F3FD 200D 2640
1088F1 25 1 1F939 1F3FC 200D 2642
1088F2 25 1 1F939 1F3FC 200D 2640
1088F3 25 1 1F939 1F3FB 200D 2642
1088F4 25 1 1F939 1F3FB 200D 2640
1088F5 25 1 1F939 200D 2642
1088F6 25 1 1F939 200D 2640
1088F7 25 1 1F93C 200D 2642
1088F8 25 1 1F93C 200D 2640
1088F9 25 1 1F93D 1F3FF 200D 2642
1088FA 25 1 1F93D 1F3FF 200D 2640
1088FB 25 1 1F93D 1F3FE 200D 2642
1088FC 25 1 1F93D 1F3FE 200D 2640
1088FD 25 1 1F93D 1F3FD 200D 2642
1088FE 25 1 1F93D 1F3FD 200D 2640
1088FF 25 1 1F93D 1F3FC 200D 2642
108900 25 1 1F93D 1F3FC 200D 2640
108901 25 1 1F93D 1F3FB 200D 2642
108902 25 1 1F93D 1F3FB 200D 2640
108903 25 1 1F93D 200D 2642
108904 25 1 1F93D 200D 2640
108905 25 1 1F93E 1F3FF 200D 2642
108906 25 1 1F93E 1F3FF 200D 2640
108907 25 1 1F93E 1F3FE 200D 2642
108908 25 1 1F93E 1F3FE 200D 2640
108909 25 1 1F93E 1F3FD 200D 2642
10890A 25 1 1F93E 1F3FD 200D 2640
10890B 25 1 1F93E 1F3FC 200D 2642
10890C 25 1 1F93E 1F3FC 200D 2640
10890D 25 1 1F93E 1F3FB 200D 2642
10890E 25 1 1F93E 1F3FB 200D 2640
10890F 25 1 1F93E 200D 2642
108910 25 1 1F93E 200D 2640
108911 25 1 26F9 1F3FF 200D 2642
108912 25 1 26F9 1F3FF 200D 2640
108913 25 1 26F9 1F3FE 200D 2642
108914 25 1 26F9 1F3FE 200D 2640
108915 25 1 26F9 1F3FD 200D 2642
108916 25 1 26F9 1F3FD 200D 2640
108917 25 1 26F9 1F3FC 200D 2642
108918 25 1 26F9 1F3FC 200D 2640
108919 25 1 26F9 1F3FB 200D 2642
10891A 25 1 26F9 1F3FB 200D 2640
10891B 25 1 26F9 200D 2642
10891C 25 1 26F9 200D 2640
10891D 25 1 1F468 200D 1F467 200D 1F467
10891E 25 1 1F468 200D 1F467 200D 1F466
10891F 25 1 1F468 200D 1F466 200D 1F466
108920 25 1 1F468 200D 2708
108921 25 1 1F468 200D 2696
108922 25 1 1F468 200D 1F692
108923 25 1 1F468 200D 1F680
108924 25 1 1F468 200D 1F467
108925 25 1 1F468 200D 1F466
108926 25 1 1F468 200D 1F3A8
108927 25 1 1F469 200D 1F467 200D 1F467
108928 25 1 1F469 200D 1F467 200D 1F466
108929 25 1 1F469 200D 1F466 200D 1F466
10892A 25 1 1F469 200D 2708
10892B 25 1 1F469 200D 2696
10892C 25 1 1F469 200D 1F692
10892D 25 1 1F469 200D 1F680
10892E 25 1 1F469 200D 1F467
10892F 25 1 1F469 200D 1F466
108930 25 1 1F469 200D 1F3A8
108931 25 1 1F469 1F3FF 200D 2708
108932 25 1 1F469 1F3FF 200D 2696
108933 25 1 1F469 1F3FF 200D 1F692
108934 25 1 1F469 1F3FF 200D 1F680
108935 25 1 1F469 1F3FF 200D 1F3A8
108936 25 1 1F469 1F3FE 200D 2708
108937 25 1 1F469 1F3FE 200D 2696
108938 25 1 1F469 1F3FE 200D 1F692
108939 25 1 1F469 1F3FE 200D 1F680
10893A 25 1 1F469 1F3FE 200D 1F3A8
10893B 25 1 1F469 1F3FD 200D 2708
10893C 25 1 1F469 1F3FD 200D 2696
10893D 25 1 1F469 1F3FD 200D 1F692
10893E 25 1 1F469 1F3FD 200D 1F680
10893F 25 1 1F469 1F3FD 200D 1F3A8
108940 25 1 1F469 1F3FC 200D 2708
108941 25 1 1F469 1F3FC 200D 2696
108942 25 1 1F469 1F3FC 200D 1F692
108943 25 1 1F469 1F3FC 200D 1F680
108944 25 1 1F469 1F3FC 200D 1F3A8
108945 25 1 1F469 1F3FB 200D 2708
108946 25 1 1F469 1F3FB 200D 2696
108947 25 1 1F469 1F3FB 200D 1F692
108948 25 1 1F469 1F3FB 200D 1F680
108949 25 1 1F469 1F3FB 200D 1F3A8
10894A 25 1 1F468 1F3FF 200D 2708
10894B 25 1 1F468 1F3FF 200D 2696
10894C 25 1 1F468 1F3FF 200D 1F692
10894D 25 1 1F468 1F3FF 200D 1F680
10894E 25 1 1F468 1F3FF 200D 1F3A8
10894F 25 1 1F468 1F3FE 200D 2708
108950 25 1 1F468 1F3FE 200D 2696
108951 25 1 1F468 1F3FE 200D 1F692
108952 25 1 1F468 1F3FE 200D 1F680
108953 25 1 1F468 1F3FE 200D 1F3A8
108954 25 1 1F468 1F3FD 200D 2708
108955 25 1 1F468 1F3FD 200D 2696
108956 25 1 1F468 1F3FD 200D 1F692
108957 25 1 1F468 1F3FD 200D 1F680
108958 25 1 1F468 1F3FD 200D 1F3A8
108959 25 1 1F468 1F3FC 200D 2708
10895A 25 1 1F468 1F3FC 200D 2696
10895B 25 1 1F468 1F3FC 200D 1F692
10895C 25 1 1F468 1F3FC 200D 1F680
10895D 25 1 1F468 1F3FC 200D 1F3A8
10895E 25 1 1F468 1F3FB 200D 2708
10895F 25 1 1F468 1F3FB 200D 2696
108960 25 1 1F468 1F3FB 200D 1F692
108961 25 1 1F468 1F3FB 200D 1F680
108962 25 1 1F468 1F3FB 200D 1F3A8
108963 25 1 1F93C 1F3FF 200D 2642
108964 25 1 1F93C 1F3FF 200D 2640
108965 25 1 1F93C 1F3FE 200D 2642
108966 25 1 1F93C 1F3FE 200D 2640
108967 25 1 1F93C 1F3FD 200D 2642
108968 25 1 1F93C 1F3FD 200D 2640
108969 25 1 1F93C 1F3FC 200D 2642
10896A 25 1 1F93C 1F3FC 200D 2640
10896B 25 1 1F93C 1F3FB 200D 2642
10896C 25 1 1F93C 1F3FB 200D 2640
1089A5 26 2 1F9DA 1F3FB 200D 2640
1089A6 26 2 1F9DA 1F3FB 200D 2642
1089A7 26 2 1F9DA 1F3FC 200D 2640
1089A8 26 2 1F9DA 1F3FC 200D 2642
1089A9 26 2 1F9DA 1F3FD 200D 2640
1089AA 26 2 1F9DA 1F3FD 200D 2642
1089AB 26 2 1F9DA 1F3FE 200D 2640
1089AC 26 2 1F9DA 1F3FE 200D 2642
1089AD 26 2 1F9DA 1F3FF 200D 2640
1089AE 26 2 1F9DA 1F3FF 200D 2642
1089AF 26 2 1F9DA 200D 2640
1089B0 26 2 1F9DA 200D 2642
1089B1 26 2 1F9DA 1F3FB
1089B2 26 2 1F9DA 1F3FC
1089B3 26 2 1F9DA 1F3FD
1089B4 26 2 1F9DA 1F3FE
1089B5 26 2 1F9DA 1F3FF
1089B6 26 2 1F932 1F3FB
1089B7 26 2 1F932 1F3FC
1089B8 26 2 1F932 1F3FD
1089B9 26 2 1F932 1F3FE
1089BA 26 2 1F932 1F3FF
1089BB 26 2 1F931 1F3FB
1089BC 26 2 1F931 1F3FC
1089BD 26 2 1F931 1F3FD
1089BE 26 2 1F931 1F3FE
1089BF 26 2 1F931 1F3FF
1089C0 26 2 1F574 1F3FB
1089C1 26 2 1F574 1F3FC
1089C2 26 2 1F574 1F3FD
1089C3 26 2 1F574 1F3FE
1089C4 26 2 1F574 1F3FF
1089C5 26 2 1F3F4 E0067 E0062 E0065 E006E E0067 E007F
1089C6 26 2 1F3F4 E0067 E0062 E0073 E0063 E0074 E007F
1089C7 26 2 1F3F4 E0067 E0062 E0077 E006C E0073 E007F
1089C8 26 2 1F6CC 1F3FB
1089C9 26 2 1F6CC 1F3FC
1089CA 26 2 1F6CC 1F3FD
1089CB 26 2 1F6CC 1F3FE
1089CC 26 2 1F6CC 1F3FF
1089CD 26 2 1F9DF 200D 2640
1089CE 26 2 1F9DF 200D 2642
1089CF 26 2 1F9DE 200D 2640
1089D0 26 2 1F9DE 200D 2642
1089D1 26 2 1F9DD 1F3FB 200D 2640
1089D2 26 2 1F9DD 1F3FB 200D 2642
1089D3 26 2 1F9DD 1F3FC 200D 2640
1089D4 26 2 1F9DD 1F3FC 200D 2642
1089D5 26 2 1F9DD 1F3FD 200D 2640
1089D6 26 2 1F9DD 1F3FD 200D 2642
1089D7 26 2 1F9DD 1F3FE 200D 2640
1089D8 26 2 1F9DD 1F3FE 200D 2642
1089D9 26 2 1F9DD 1F3FF 200D 2640
1089DA 26 2 1F9DD 1F3FF 200D 2642
1089DB 26 2 1F9DD 200D 2640
1089DC 26 2 1F9DD 200D 2642
1089DD 26 2 1F9DD 1F3FB
1089DE 26 2 1F9DD 1F3FC
1089DF 26 2 1F9DD 1F3FD
1089E0 26 2 1F9DD 1F3FE
1089E1 26 2 1F9DD 1F3FF
1089E2 26 2 1F9DC 1F3FB 200D 2640
1089E3 26 2 1F9DC 1F3FB 200D 2642
1089E4 26 2 1F9DC 1F3FC 200D 2640
1089E5 26 2 1F9DC 1F3FC 200D 2642
1089E6 26 2 1F9DC 1F3FD 200D 2640
1089E7 26 2 1F9DC 1F3FD 200D 2642
1089E8 26 2 1F9DC 1F3FE 200D 2640
1089E9 26 2 1F9DC 1F3FE 200D 2642
1089EA 26 2 1F9DC 1F3FF 200D 2640
1089EB 26 2 1F9DC 1F3FF 200D 2642
1089EC 26 2 1F9DC 200D 2640
1089ED 26 2 1F9DC 200D 2642
1089EE 26 2 1F9DC 1F3FB
1089EF 26 2 1F9DC 1F3FC
1089F0 26 2 1F9DC 1F3FD
1089F1 26 2 1F9DC 1F3FE
1089F2 26 2 1F9DC 1F3FF
1089F3 26 2 1F9DB 1F3FB 200D 2640
1089F4 26 2 1F9DB 1F3FB 200D 2642
1089F5 26 2 1F9DB 1F3FC 200D 2640
1089F6 26 2 1F9DB 1F3FC 200D 2642
1089F7 26 2 1F9DB 1F3FD 200D 2640
1089F8 26 2 1F9DB 1F3FD 200D 2642
1089F9 26 2 1F9DB 1F3FE 200D 2640
1089FA 26 2 1F9DB 1F3FE 200D 2642
1089FB 26 2 1F9DB 1F3FF 200D 2640
1089FC 26 2 1F9DB 1F3FF 200D 2642
1089FD 26 2 1F9DB 200D 2640
1089FE 26 2 1F9DB 200D 2642
1089FF 26 2 1F9DB 1F3FB
108A00 26 2 1F9DB 1F3FC
108A01 26 2 1F9DB 1F3FD
108A02 26 2 1F9DB 1F3FE
108A03 26 2 1F9DB 1F3FF
108A04 26 2 1F9D9 1F3FB 200D 2640
108A05 26 2 1F9D9 1F3FB 200D 2642
108A06 26 2 1F9D9 1F3FC 200D 2640
108A07 26 2 1F9D9 1F3FC 200D 2642
108A08 26 2 1F9D9 1F3FD 200D 2640
108A09 26 2 1F9D9 1F3FD 200D 2642
108A0A 26 2 1F9D9 1F3FE 200D 2640
108A0B 26 2 1F9D9 1F3FE 200D 2642
108A0C 26 2 1F9D9 1F3FF 200D 2640
108A0D 26 2 1F9D9 1F3FF 200D 2642
108A0E 26 2 1F9D9 200D 2640
108A0F 26 2 1F9D9 200D 2642
108A10 26 2 1F9D9 1F3FB
108A11 26 2 1F9D9 1F3FC
108A12 26 2 1F9D9 1F3FD
108A13 26 2 1F9D9 1F3FE
108A14 26 2 1F9D9 1F3FF
108A15 26 2 1F9D8 1F3FB 200D 2640
108A16 26 2 1F9D8 1F3FB 200D 2642
108A17 26 2 1F9D8 1F3FC 200D 2640
108A18 26 2 1F9D8 1F3FC 200D 2642
108A19 26 2 1F9D8 1F3FD 200D 2640
108A1A 26 2 1F9D8 1F3FD 200D 2642
108A1B 26 2 1F9D8 1F3FE 200D 2640
108A1C 26 2 1F9D8 1F3FE 200D 2642
108A1D 26 2 1F9D8 1F3FF 200D 2640
108A1E 26 2 1F9D8 1F3FF 200D 2642
108A1F 26 2 1F9D8 200D 2640
108A20 26 2 1F9D8 200D 2642
108A21 26 2 1F9D8 1F3FB
108A22 26 2 1F9D8 1F3FC
108A23 26 2 1F9D8 1F3FD
108A24 26 2 1F9D8 1F3FE
108A25 26 2 1F9D8 1F3FF
108A26 26 2 1F9D7 1F3FB 200D 2640
108A27 26 2 1F9D7 1F3FB 200D 2642
108A28 26 2 1F9D7 1F3FC 200D 2640
108A29 26 2 1F9D7 1F3FC 200D 2642
108A2A 26 2 1F9D7 1F3FD 200D 2640
108A2B 26 2 1F9D7 1F3FD 200D 2642
108A2C 26 2 1F9D7 1F3FE 200D 2640
108A2D 26 2 1F9D7 1F3FE 200D 2642
108A2E 26 2 1F9D7 1F3FF 200D 2640
108A2F 26 2 1F9D7 1F3FF 200D 2642
108A30 26 2 1F9D7 200D 2640
108A31 26 2 1F9D7 200D 2642
108A32 26 2 1F9D7 1F3FB
108A33 26 2 1F9D7 1F3FC
108A34 26 2 1F9D7 1F3FD
108A35 26 2 1F9D7 1F3FE
108A36 26 2 1F9D7 1F3FF
108A37 26 2 1F9D6 1F3FB 200D 2640
108A38 26 2 1F9D6 1F3FB 200D 2642
108A39 26 2 1F9D6 1F3FC 200D 2640
108A3A 26 2 1F9D6 1F3FC 200D 2642
108A3B 26 2 1F9D6 1F3FD 200D 2640
108A3C 26 2 1F9D6 1F3FD 200D 2642
108A3D 26 2 1F9D6 1F3FE 200D 2640
108A3E 26 2 1F9D6 1F3FE 200D 2642
108A3F 26 2 1F9D6 1F3FF 200D 2640
108A40 26 2 1F9D6 1F3FF 200D 2642
108A41 26 2 1F9D6 200D 2640
108A42 26 2 1F9D6 200D 2642
108A43 26 2 1F9D6 1F3FB
108A44 26 2 1F9D6 1F3FC
108A45 26 2 1F9D6 1F3FD
108A46 26 2 1F9D6 1F3FE
108A47 26 2 1F9D6 1F3FF
108A48 26 2 1F9D5 1F3FB
108A49 26 2 1F9D5 1F3FC
108A4A 26 2 1F9D5 1F3FD
108A4B 26 2 1F9D5 1F3FE
108A4C 26 2 1F9D5 1F3FF
108A4D 26 2 1F9D4 1F3FB
108A4E 26 2 1F9D4 1F3FC
108A4F 26 2 1F9D4 1F3FD
108A50 26 2 1F9D4 1F3FE
108A51 26 2 1F9D4 1F3FF
108A52 26 2 1F9D3 1F3FB
108A53 26 2 1F9D3 1F3FC
108A54 26 2 1F9D3 1F3FD
108A55 26 2 1F9D3 1F3FE
108A56 26 2 1F9D3 1F3FF
108A57 26 2 1F9D2 1F3FB
108A58 26 2 1F9D2 1F3FC
108A59 26 2 1F9D2 1F3FD
108A5A 26 2 1F9D2 1F3FE
108A5B 26 2 1F9D2 1F3FF
108A5C 26 2 1F9D1 1F3FB
108A5D 26 2 1F9D1 1F3FC
108A5E 26 2 1F9D1 1F3FD
108A5F 26 2 1F9D1 1F3FE
108A60 26 2 1F9D1 1F3FF
108A61 26 2 1F91F 1F3FB
108A62 26 2 1F91F 1F3FC
108A63 26 2 1F91F 1F3FD
108A64 26 2 1F91F 1F3FE
108A65 26 2 1F91F 1F3FF
108A66 26 2 1F3C7 1F3FB
108A67 26 2 1F3C7 1F3FC
108A68 26 2 1F3C7 1F3FD
108A69 26 2 1F3C7 1F3FE
108A6A 26 2 1F3C7 1F3FF
108A6B 26 2 1F3C2 1F3FB
108A6C 26 2 1F3C2 1F3FC
108A6D 26 2 1F3C2 1F3FD
108A6E 26 2 1F3C2 1F3FE
108A6F 26 2 1F3C2 1F3FF
108A70 26 2 1F3CC 1F3FB 200D 2640
108A71 26 2 1F3CC 1F3FB 200D 2642
108A72 26 2 1F3CC 1F3FC 200D 2640
108A73 26 2 1F3CC 1F3FC 200D 2642
108A74 26 2 1F3CC 1F3FD 200D 2640
108A75 26 2 1F3CC 1F3FD 200D 2642
108A76 26 2 1F3CC 1F3FE 200D 2640
108A77 26 2 1F3CC 1F3FE 200D 2642
108A78 26 2 1F3CC 1F3FF 200D 2640
108A79 26 2 1F3CC 1F3FF 200D 2642
108A7A 26 2 1F3CC 1F3FB
108A7B 26 2 1F3CC 1F3FC
108A7C 26 2 1F3CC 1F3FD
108A7D 26 2 1F3CC 1F3FE
108A7E 26 2 1F3CC 1F3FF
108AC3 28 3 1F469 1F3FB 200D 1F9B0
108AC4 28 3 1F469 1F3FB 200D 1F9B1
108AC5 28 3 1F469 1F3FB 200D 1F9B2
108AC6 28 3 1F469 1F3FB 200D 1F9B3
108AC7 28 3 1F469 1F3FC 200D 1F9B0
108AC8 28 3 1F469 1F3FC 200D 1F9B1
108AC9 28 3 1F469 1F3FC 200D 1F9B2
108ACA 28 3 1F469 1F3FC 200D 1F9B3
108ACB 28 3 1F469 1F3FD 200D 1F9B0
108ACC 28 3 1F469 1F3FD 200D 1F9B1
108ACD 28 3 1F469 1F3FD 200D 1F9B2
108ACE 28 3 1F469 1F3FD 200D 1F9B3
108ACF 28 3 1F469 1F3FE 200D 1F9B0
108AD0 28 3 1F469 1F3FE 200D 1F9B1
108AD1 28 3 1F469 1F3FE 200D 1F9B2
108AD2 28 3 1F469 1F3FE 200D 1F9B3
108AD3 28 3 1F469 1F3FF 200D 1F9B0
108AD4 28 3 1F469 1F3FF 200D 1F9B1
108AD5 28 3 1F469 1F3FF 200D 1F9B2
108AD6 28 3 1F469 1F3FF 200D 1F9B3
108AD7 28 3 1F469 200D 1F9B0
108AD8 28 3 1F469 200D 1F9B1
108AD9 28 3 1F469 200D 1F9B2
108ADA 28 3 1F469 200D 1F9B3
108ADB 28 3 1F468 1F3FB 200D 1F9B0
108ADC 28 3 1F468 1F3FB 200D 1F9B1
108ADD 28 3 1F468 1F3FB 200D 1F9B2
108ADE 28 3 1F468 1F3FB 200D 1F9B3
108ADF 28 3 1F468 1F3FC 200D 1F9B0
108AE0 28 3 1F468 1F3FC 200D 1F9B1
108AE1 28 3 1F468 1F3FC 200D 1F9B2
108AE2 28 3 1F468 1F3FC 200D 1F9B3
108AE3 28 3 1F468 1F3FD 200D 1F9B0
108AE4 28 3 1F468 1F3FD 200D 1F9B1
108AE5 28 3 1F468 1F3FD 200D 1F9B2
108AE6 28 3 1F468 1F3FD 200D 1F9B3
108AE7 28 3 1F468 1F3FE 200D 1F9B0
108AE8 28 3 1F468 1F3FE 200D 1F9B1
108AE9 28 3 1F468 1F3FE 200D 1F9B2
108AEA 28 3 1F468 1F3FE 200D 1F9B3
108AEB 28 3 1F468 1F3FF 200D 1F9B0
108AEC 28 3 1F468 1F3FF 200D 1F9B1
108AED 28 3 1F468 1F3FF 200D 1F9B2
108AEE 28 3 1F468 1F3FF 200D 1F9B3
108AEF 28 3 1F468 200D 1F9B0
108AF0 28 3 1F468 200D 1F9B1
108AF1 28 3 1F468 200D 1F9B2
108AF2 28 3 1F468 200D 1F9B3
108AF3 28 3 1F9B5 1F3FB
108AF4 28 3 1F9B5 1F3FC
108AF5 28 3 1F9B5 1F3FD
108AF6 28 3 1F9B5 1F3FE
108AF7 28 3 1F9B5 1F3FF
108AF8 28 3 1F3F4 200D 2620
108AF9 28 3 1F9B9 1F3FB 200D 2640
108AFA 28 3 1F9B9 1F3FB 200D 2642
108AFB 28 3 1F9B9 1F3FC 200D 2640
108AFC 28 3 1F9B9 1F3FC 200D 2642
108AFD 28 3 1F9B9 1F3FD 200D 2640
108AFE 28 3 1F9B9 1F3FD 200D 2642
108AFF 28 3 1F9B9 1F3FE 200D 2640
108B00 28 3 1F9B9 1F3FE 200D 2642
108B01 28 3 1F9B9 1F3FF 200D 2640
108B02 28 3 1F9B9 1F3FF 200D 2642
108B03 28 3 1F9B9 200D 2640
108B04 28 3 1F9B9 200D 2642
108B05 28 3 1F9B9 1F3FB
108B06 28 3 1F9B9 1F3FC
108B07 28 3 1F9B9 1F3FD
108B08 28 3 1F9B9 1F3FE
108B09 28 3 1F9B9 1F3FF
108B0A 28 3 1F9B8 1F3FB 200D 2640
108B0B 28 3 1F9B8 1F3FB 200D 2642
108B0C 28 3 1F9B8 1F3FC 200D 2640
108B0D 28 3 1F9B8 1F3FC 200D 2642
108B0E 28 3 1F9B8 1F3FD 200D 2640
108B0F 28 3 1F9B8 1F3FD 200D 2642
108B10 28 3 1F9B8 1F3FE 200D 2640
108B11 28 3 1F9B8 1F3FE 200D 2642
108B12 28 3 1F9B8 1F3FF 200D 2640
108B13 28 3 1F9B8 1F3FF 200D 2642
108B14 28 3 1F9B8 200D 2640
108B15 28 3 1F9B8 200D 2642
108B16 28 3 1F9B8 1F3FB
108B17 28 3 1F9B8 1F3FC
108B18 28 3 1F9B8 1F3FD
108B19 28 3 1F9B8 1F3FE
108B1A 28 3 1F9B8 1F3FF
108B1B 28 3 1F9B6 1F3FB
108B1C 28 3 1F9B6 1F3FC
108B1D 28 3 1F9B6 1F3FD
108B1E 28 3 1F9B6 1F3FE
108B1F 28 3 1F9B6 1F3FF
108B5D 29 4 1F46B 1F3FB
108B5E 29 4 1F46B 1F3FC
108B5F 29 4 1F46B 1F3FD
108B60 29 4 1F46B 1F3FE
108B61 29 4 1F46B 1F3FF
108B62 29 4 1F46C 1F3FB
108B63 29 4 1F46C 1F3FC
108B64 29 4 1F46C 1F3FD
108B65 29 4 1F46C 1F3FE
108B66 29 4 1F46C 1F3FF
108B67 29 4 1F46D 1F3FB
108B68 29 4 1F46D 1F3FC
108B69 29 4 1F46D 1F3FD
108B6A 29 4 1F46D 1F3FE
108B6B 29 4 1F46D 1F3FF
108B6C 29 4 1F469 1F3FB 200D 1F91D 200D 1F468 1F3FC
108B6D 29 4 1F469 1F3FB 200D 1F91D 200D 1F468 1F3FD
108B6E 29 4 1F469 1F3FB 200D 1F91D 200D 1F468 1F3FE
108B6F 29 4 1F469 1F3FB 200D 1F91D 200D 1F468 1F3FF
108B70 29 4 1F469 1F3FC 200D 1F91D 200D 1F468 1F3FB
108B71 29 4 1F469 1F3FC 200D 1F91D 200D 1F468 1F3FD
108B72 29 4 1F469 1F3FC 200D 1F91D 200D 1F468 1F3FE
108B73 29 4 1F469 1F3FC 200D 1F91D 200D 1F468 1F3FF
108B74 29 4 1F469 1F3FC 200D 1F91D 200D 1F469 1F3FB
108B75 29 4 1F469 1F3FD 200D 1F91D 200D 1F468 1F3FB
108B76 29 4 1F469 1F3FD 200D 1F91D 200D 1F468 1F3FC
108B77 29 4 1F469 1F3FD 200D 1F91D 200D 1F468 1F3FE
108B78 29 4 1F469 1F3FD 200D 1F91D 200D 1F468 1F3FF
108B79 29 4 1F469 1F3FD 200D 1F91D 200D 1F469 1F3FB
108B7A 29 4 1F469 1F3FD 200D 1F91D 200D 1F469 1F3FC
108B7B 29 4 1F469 1F3FE 200D 1F91D 200D 1F468 1F3FB
108B7C 29 4 1F469 1F3FE 200D 1F91D 200D 1F468 1F3FC
108B7D 29 4 1F469 1F3FE 200D 1F91D 200D 1F468 1F3FD
108B7E 29 4 1F469 1F3FE 200D 1F91D 200D 1F468 1F3FF
108B7F 29 4 1F469 1F3FE 200D 1F91D 200D 1F469 1F3FB
108B80 29 4 1F469 1F3FE 200D 1F91D 200D 1F469 1F3FC
108B81 29 4 1F469 1F3FE 200D 1F91D 200D 1F469 1F3FD
108B82 29 4 1F469 1F3FF 200D 1F91D 200D 1F468 1F3FB
108B83 29 4 1F469 1F3FF 200D 1F91D 200D 1F468 1F3FC
108B84 29 4 1F469 1F3FF 200D 1F91D 200D 1F468 1F3FD
108B85 29 4 1F469 1F3FF 200D 1F91D 200D 1F468 1F3FE
108B86 29 4 1F469 1F3FF 200D 1F91D 200D 1F469 1F3FB
108B87 29 4 1F469 1F3FF 200D 1F91D 200D 1F469 1F3FC
108B88 29 4 1F469 1F3FF 200D 1F91D 200D 1F469 1F3FD
108B89 29 4 1F469 1F3FF 200D 1F91D 200D 1F469 1F3FE
108B8A 29 4 1F469 1F3FB 200D 1F9AF
108B8B 29 4 1F469 1F3FB 200D 1F9BC
108B8C 29 4 1F469 1F3FB 200D 1F9BD
108B8D 29 4 1F469 1F3FC 200D 1F9AF
108B8E 29 4 1F469 1F3FC 200D 1F9BC
108B8F 29 4 1F469 1F3FC 200D 1F9BD
108B90 29 4 1F469 1F3FD 200D 1F9AF
108B91 29 4 1F469 1F3FD 200D 1F9BC
108B92 29 4 1F469 1F3FD 200D 1F9BD
108B93 29 4 1F469 1F3FE 200D 1F9AF
108B94 29 4 1F469 1F3FE 200D 1F9BC
108B95 29 4 1F469 1F3FE 200D 1F9BD
